Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,Library Name,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,analyte_type,biospecimen_repository,biospecimen_repository_sample_id,body_site,Consent code,dbGaP accession,histological_type,is_tumor,study_design,study_name,submitted_subject_id,HOST,tissue,lat_lon,Sample_name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),external_id,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_vaginal_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,investigation_type,project_name,Sequencing_method,Submitter_Id,Cohort,env_broad_scale,env_local_scale,env_medium,ETHNICITY,host_age,Menses,pregnant,subject,timepoint,vaginal_ph,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,scientific_name,sex,isolate,AGE,source_name,BREED,treatment,BIOMATERIAL_PROVIDER,strain,JGI_accession,cell_line,isolation_source,cell_type,ENA_first_public,ENA_last_update,Sample_ID,replicate,genotype,GEO_Accession (exp),infection,dev_stage,Sample_inf,animal_id,Gestation_day,sample_type,sub_species,Cultivar,Ecotype,agent,host_diabetic_status,mouse_strain,time,time_point,culture_collection,host_tissue_sampled,donor_id,lab,animal_age_at_collection,brca_genotype,collected_by,Developmental_stage,fasted_status,health_status_at_collection,host_disease,material,Organism_part,Project,specimen_collection_date,specimen_collection_protocol,tumor_source_tissue,tumor_type,individual
ERR2014382,RNA-Seq,196,3357723722,PRJEB21446,SAMEA104137489,2107461996,HZI,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX2073964,Illumina HiSeq 2500,PAIRED,cDNA,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2017-06-28T00:00:00Z,2017-06-28T18:58:00Z,1,SAMEA104137489,ERP023694,unspecified,11/27/14,Germany,Europe,,,,,,,,,,,,,,,,,08_006_e,6/27/17,11/16/18,vagina,vagina,vaginal fluid,SAMEA104137489,Germany,51.00N,10.00E,human-vaginal,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,2017-06-27T17:02:29Z,2017-06-22T11:06:47Z,public,metatranscriptome,"The vaginal metatranscriptome\, during BV and after treatment",Illumina Hiseq,08_006_e,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/17,6/22/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2014383,RNA-Seq,196,2965289044,PRJEB21446,SAMEA104137490,1849513142,HZI,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX2073965,Illumina HiSeq 2500,PAIRED,cDNA,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2017-06-28T00:00:00Z,2017-06-28T18:58:00Z,1,SAMEA104137490,ERP023694,unspecified,1/14/15,Germany,Europe,,,,,,,,,,,,,,,,,13_019_a,6/27/17,11/16/18,vagina,vagina,vaginal fluid,SAMEA104137490,Germany,51.00N,10.00E,human-vaginal,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,2017-06-27T17:02:29Z,2017-06-22T11:06:47Z,public,metatranscriptome,"The vaginal metatranscriptome\, during BV and after treatment",Illumina Hiseq,13_019_a,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/17,6/22/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2014384,RNA-Seq,196,3973560473,PRJEB21446,SAMEA104137491,2417098134,HZI,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX2073966,Illumina HiSeq 2500,PAIRED,cDNA,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2017-06-28T00:00:00Z,2017-06-28T19:03:00Z,1,SAMEA104137491,ERP023694,unspecified,2/5/15,Germany,Europe,,,,,,,,,,,,,,,,,13_019_b,6/27/17,11/16/18,vagina,vagina,vaginal fluid,SAMEA104137491,Germany,51.00N,10.00E,human-vaginal,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,2017-06-27T17:02:29Z,2017-06-22T11:06:47Z,public,metatranscriptome,"The vaginal metatranscriptome\, during BV and after treatment",Illumina Hiseq,13_019_b,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/17,6/22/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2014385,RNA-Seq,194,3339896704,PRJEB21446,SAMEA104137492,2092963840,HZI,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX2073967,Illumina HiSeq 2500,PAIRED,cDNA,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2017-06-28T00:00:00Z,2017-06-28T19:01:00Z,1,SAMEA104137492,ERP023694,unspecified,2/12/15,Germany,Europe,,,,,,,,,,,,,,,,,13_019_c,6/27/17,11/16/18,vagina,vagina,vaginal fluid,SAMEA104137492,Germany,51.00N,10.00E,human-vaginal,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,2017-06-27T17:02:29Z,2017-06-22T11:06:47Z,public,metatranscriptome,"The vaginal metatranscriptome\, during BV and after treatment",Illumina Hiseq,13_019_c,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/17,6/22/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2014386,RNA-Seq,196,3296497695,PRJEB21446,SAMEA104137493,2003996396,HZI,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX2073968,Illumina HiSeq 2500,PAIRED,cDNA,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2017-06-28T00:00:00Z,2017-06-28T19:02:00Z,1,SAMEA104137493,ERP023694,unspecified,3/3/15,Germany,Europe,,,,,,,,,,,,,,,,,13_019_d,6/27/17,11/16/18,vagina,vagina,vaginal fluid,SAMEA104137493,Germany,51.00N,10.00E,human-vaginal,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,2017-06-27T17:02:29Z,2017-06-22T11:06:47Z,public,metatranscriptome,"The vaginal metatranscriptome\, during BV and after treatment",Illumina Hiseq,13_019_d,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/17,6/22/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2014387,RNA-Seq,196,2550851760,PRJEB21446,SAMEA104137494,1560159736,HZI,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX2073969,Illumina HiSeq 2500,PAIRED,cDNA,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2017-06-28T00:00:00Z,2017-06-28T19:04:00Z,1,SAMEA104137494,ERP023694,unspecified,5/28/15,Germany,Europe,,,,,,,,,,,,,,,,,13_019_e,6/27/17,11/16/18,vagina,vagina,vaginal fluid,SAMEA104137494,Germany,51.00N,10.00E,human-vaginal,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,2017-06-27T17:02:29Z,2017-06-22T11:06:47Z,public,metatranscriptome,"The vaginal metatranscriptome\, during BV and after treatment",Illumina Hiseq,13_019_e,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/17,6/22/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2014388,RNA-Seq,195,4796095253,PRJEB21446,SAMEA104137495,3003944281,HZI,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX2073970,Illumina HiSeq 2500,PAIRED,cDNA,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2017-06-28T00:00:00Z,2017-06-28T19:11:00Z,1,SAMEA104137495,ERP023694,unspecified,2/17/15,Germany,Europe,,,,,,,,,,,,,,,,,13_022_a,6/27/17,11/16/18,vagina,vagina,vaginal fluid,SAMEA104137495,Germany,51.00N,10.00E,human-vaginal,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,2017-06-27T17:02:29Z,2017-06-22T11:06:47Z,public,metatranscriptome,"The vaginal metatranscriptome\, during BV and after treatment",Illumina Hiseq,13_022_a,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/17,6/22/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2014389,RNA-Seq,195,4127189475,PRJEB21446,SAMEA104137496,2605061678,HZI,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX2073971,Illumina HiSeq 2500,PAIRED,cDNA,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2017-06-28T00:00:00Z,2017-06-28T19:07:00Z,1,SAMEA104137496,ERP023694,unspecified,3/16/15,Germany,Europe,,,,,,,,,,,,,,,,,13_022_b,6/27/17,11/16/18,vagina,vagina,vaginal fluid,SAMEA104137496,Germany,51.00N,10.00E,human-vaginal,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,2017-06-27T17:02:29Z,2017-06-22T11:06:47Z,public,metatranscriptome,"The vaginal metatranscriptome\, during BV and after treatment",Illumina Hiseq,13_022_b,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/17,6/22/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2014390,RNA-Seq,195,2444091920,PRJEB21446,SAMEA104137497,1545335155,HZI,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX2073972,Illumina HiSeq 2500,PAIRED,cDNA,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2017-06-28T00:00:00Z,2017-06-28T19:06:00Z,1,SAMEA104137497,ERP023694,unspecified,8/26/14,Germany,Europe,,,,,,,,,,,,,,,,,15_006_a,6/27/17,11/16/18,vagina,vagina,vaginal fluid,SAMEA104137497,Germany,51.00N,10.00E,human-vaginal,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,2017-06-27T17:02:29Z,2017-06-22T11:06:47Z,public,metatranscriptome,"The vaginal metatranscriptome\, during BV and after treatment",Illumina Hiseq,15_006_a,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/17,6/22/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2014391,RNA-Seq,196,2482717428,PRJEB21446,SAMEA104137498,1569212743,HZI,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX2073973,Illumina HiSeq 2500,PAIRED,cDNA,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2017-06-28T00:00:00Z,2017-06-28T19:08:00Z,1,SAMEA104137498,ERP023694,unspecified,9/5/14,Germany,Europe,,,,,,,,,,,,,,,,,15_006_b,6/27/17,11/16/18,vagina,vagina,vaginal fluid,SAMEA104137498,Germany,51.00N,10.00E,human-vaginal,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,2017-06-27T17:02:29Z,2017-06-22T11:06:47Z,public,metatranscriptome,"The vaginal metatranscriptome\, during BV and after treatment",Illumina Hiseq,15_006_b,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/17,6/22/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2014392,RNA-Seq,196,2443076836,PRJEB21446,SAMEA104137499,1544243007,HZI,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX2073974,Illumina HiSeq 2500,PAIRED,cDNA,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2017-06-28T00:00:00Z,2017-06-28T19:08:00Z,1,SAMEA104137499,ERP023694,unspecified,5/20/15,Germany,Europe,,,,,,,,,,,,,,,,,17_004_a,6/27/17,11/16/18,vagina,vagina,vaginal fluid,SAMEA104137499,Germany,51.00N,10.00E,human-vaginal,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,2017-06-27T17:02:29Z,2017-06-22T11:06:47Z,public,metatranscriptome,"The vaginal metatranscriptome\, during BV and after treatment",Illumina Hiseq,17_004_a,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/17,6/22/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2014393,RNA-Seq,196,3196667892,PRJEB21446,SAMEA104137500,2016963661,HZI,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX2073975,Illumina HiSeq 2500,PAIRED,cDNA,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2017-06-28T00:00:00Z,2017-06-28T19:10:00Z,1,SAMEA104137500,ERP023694,unspecified,6/3/15,Germany,Europe,,,,,,,,,,,,,,,,,17_004_b,6/27/17,11/16/18,vagina,vagina,vaginal fluid,SAMEA104137500,Germany,51.00N,10.00E,human-vaginal,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,HELMHOLTZ CENTRE FOR INFECTION RESEARCH,2017-06-27T17:02:29Z,2017-06-22T11:06:47Z,public,metatranscriptome,"The vaginal metatranscriptome\, during BV and after treatment",Illumina Hiseq,17_004_b,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/17,6/22/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7612077,RNA-Seq,202,5048450458,PRJNA414087,SAMEA104495069,3409382100,BCM,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4476873,Illumina HiSeq 2000,PAIRED,PolyA,TRANSCRIPTOMIC,Ovis aries,ILLUMINA,2018-07-27T00:00:00Z,2018-07-27T15:42:00Z,1,SAMEA104495069,SRP125115,RAMBKW.4098-VAG-CVL-Bentz.2016-1_4AMP,,,,,,,,,,,,,,,,,,,,OAR_USU_Benz2616_VAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,adult,fed,normal,,specimen from organism,vagina,FAANG,4/26/16,https://data.faang.org/api/fire_api/samples/USU_SOP_Ovine_Benz2616_Tissue_Collection_20160426.pdf,,,
SRR16200011,RNA-Seq,150,2981055615,PRJNA768446,SAMN22046392,1213705200,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484514,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:29:00Z,1,GSM5609992,SRP339969,GSM5609992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,TLR7KO,,HSV-2 186 Syn+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200012,RNA-Seq,150,139454695,PRJNA768446,SAMN22046393,56592662,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484513,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:20:00Z,1,GSM5609991,SRP339969,GSM5609991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,TLR7KO,,HSV-2 186 Syn+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200013,RNA-Seq,150,114531073,PRJNA768446,SAMN22046394,46809978,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484512,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:20:00Z,1,GSM5609990,SRP339969,GSM5609990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,TLR7KO,,uninfected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200014,RNA-Seq,150,108867176,PRJNA768446,SAMN22046395,44457024,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484511,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:20:00Z,1,GSM5609989,SRP339969,GSM5609989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,TLR7KO,,uninfected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200015,RNA-Seq,150,152989082,PRJNA768446,SAMN22046396,62609066,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484510,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:20:00Z,1,GSM5609988,SRP339969,GSM5609988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,Emv2TLR7dKO,,HSV-2 186 Syn+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200016,RNA-Seq,150,2152489119,PRJNA768446,SAMN22046397,867564505,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484509,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:25:00Z,1,GSM5609987,SRP339969,GSM5609987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,Emv2TLR7dKO,,HSV-2 186 Syn+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200017,RNA-Seq,150,90968511,PRJNA768446,SAMN22046398,36959900,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484508,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:20:00Z,1,GSM5609986,SRP339969,GSM5609986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,Emv2TLR7dKO,,uninfected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200018,RNA-Seq,150,2774559527,PRJNA768446,SAMN22046399,1132503551,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484507,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:29:00Z,1,GSM5609985,SRP339969,GSM5609985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,Emv2TLR7dKO,,uninfected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200019,RNA-Seq,150,149375820,PRJNA768446,SAMN22046400,61054634,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484506,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:21:00Z,1,GSM5609984,SRP339969,GSM5609984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,Emv2KO,,HSV-2 186 Syn+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200020,RNA-Seq,150,131312741,PRJNA768446,SAMN22046401,53261134,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484505,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:20:00Z,1,GSM5609983,SRP339969,GSM5609983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,Emv2KO,,HSV-2 186 Syn+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200021,RNA-Seq,150,119046377,PRJNA768446,SAMN22046402,49706867,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484504,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:20:00Z,1,GSM5609982,SRP339969,GSM5609982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,Emv2KO,,uninfected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200022,RNA-Seq,150,2528044670,PRJNA768446,SAMN22046403,1024945298,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484503,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:29:00Z,1,GSM5609981,SRP339969,GSM5609981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,Emv2KO,,uninfected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200023,RNA-Seq,149,126299029,PRJNA768446,SAMN22046404,51603921,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484502,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:20:00Z,1,GSM5609980,SRP339969,GSM5609980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,wild type B6,,HSV-2 186 Syn+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200024,RNA-Seq,150,151083296,PRJNA768446,SAMN22046405,61650754,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484501,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:20:00Z,1,GSM5609979,SRP339969,GSM5609979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,wild type B6,,HSV-2 186 Syn+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200025,RNA-Seq,150,2288074948,PRJNA768446,SAMN22046406,931901512,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484500,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:27:00Z,1,GSM5609978,SRP339969,GSM5609978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,wild type B6,,uninfected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16200026,RNA-Seq,150,112906671,PRJNA768446,SAMN22046407,46397054,YALE UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12484499,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2021-10-06T00:00:00Z,2021-10-04T19:20:00Z,1,GSM5609977,SRP339969,GSM5609977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vagina,,,,,,,,,,,,,wild type B6,,uninfected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR18012445,RNA-Seq,300,38261344800,PRJNA806737,SAMN25898204,12049970571,CHINESE PEOPLE'S LIBERATION ARMY GENERAL HOSPITAL,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14166752,Illumina HiSeq X,PAIRED,Inverse rRNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2022-02-14T07:36:00Z,1,CTSPLA-021,SRP359695,PLAT21,,,,Human,,,,,,,,,,,,,,Vagina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,China,65,,,,"GenomiCare\, No.111 Xiangke Road\, Shanghai\, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR35424440,RNA-Seq,202,8391670446,PRJNA1329299,SAMN51415669,2589592869,DUKE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX30503657,Illumina NovaSeq X Plus,PAIRED,PolyA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2025-09-16T00:00:00Z,2025-09-16T15:25:00Z,1,Vaginal_SeV3,SRP620835,Lib12,2023-02,USA,North America,Human,USA: North Carolina,,,,,,,,,,,,,Vagina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,Individual 2 Sendai virus 3,1 week,,,,Lifeline Cell Techologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
